IDCliente,Dependentes,MesesComoCliente,TipoContrato,FormaPagamento,TotalGasto
3896-RCYYE,Nao,67,Mensal,CartaoCredito,3579.15
8774-GSBUN,Nao,72,2 anos,BoletoImpresso,1797.1
5338-YHWYT,Sim,37,2 anos,CartaoCredito,2302.35
4750-UKWJK,Nao,37,Anual,BoletoImpresso,727.8
1866-RZZQS,Nao,41,Mensal,BoletoEletronico,4187.75
2360-RDGRO,Nao,65,Mensal,BoletoEletronico,6812.95
3079-BCHLN,Nao,47,Anual,DebitoAutomatico,942.95
3943-KDREE,Nao,26,Mensal,DebitoAutomatico,1834.95
2691-NZETQ,Nao,9,Mensal,BoletoEletronico,758.6
5394-MEITZ,Sim,60,2 anos,DebitoAutomatico,4946.7
4826-XTSOH,Nao,1,Mensal,BoletoEletronico,86.05
3249-VHRIP,Nao,62,2 anos,CartaoCredito,2748.7
2079-FBMZK,Nao,6,Mensal,BoletoImpresso,418.4
9770-KXGQU,Nao,53,Anual,BoletoImpresso,5311.85
3522-CDKHF,Nao,32,Mensal,DebitoAutomatico,2324.7
8199-ZLLSA,Nao,67,Anual,DebitoAutomatico,7804.15
7083-YNSKY,Nao,15,Mensal,CartaoCredito,399.6
5533-RJFTJ,Nao,49,Mensal,DebitoAutomatico,1453.1
6214-EDAKZ,Sim,22,Mensal,BoletoEletronico,1206.05
8984-EYLLL,Nao,64,2 anos,BoletoEletronico,6823.4
3744-ZRRDZ,Nao,21,Mensal,BoletoEletronico,1852.85
2454-RPBRZ,Nao,12,Mensal,BoletoEletronico,1060.2
4760-THGOT,Nao,43,Mensal,BoletoEletronico,4107.3
7073-QETQY,Sim,66,Anual,BoletoEletronico,1359.5
5980-NOPLP,Nao,44,Mensal,BoletoEletronico,4364.1
4933-IKULF,Nao,17,Anual,BoletoImpresso,330.6
4749-VFKVB,Nao,1,Mensal,BoletoImpresso,50.1
8276-MQBYC,Nao,51,Mensal,BoletoEletronico,4913.3
4083-EUGRJ,Nao,9,Mensal,BoletoImpresso,178.5
9518-RWHZL,Nao,64,Anual,CartaoCredito,6254.2
9552-TGUZV,Nao,8,Mensal,BoletoImpresso,658.1
8647-SDTWQ,Sim,57,Mensal,BoletoEletronico,4018.35
4560-WQAQW,Nao,59,Anual,DebitoAutomatico,4070.95
4942-VZZOM,Nao,64,Anual,CartaoCredito,4392.5
9629-NHXFW,Sim,1,Mensal,BoletoImpresso,19.4
2226-ICFDO,Sim,72,2 anos,CartaoCredito,6110.75
2867-UIMSS,Nao,1,Mensal,BoletoEletronico,80.5
6814-ZPWFQ,Nao,51,Anual,DebitoAutomatico,1260.7
4471-KXAUH,Nao,42,Mensal,BoletoEletronico,3588.4
3090-QFUVD,Nao,1,Mensal,CartaoCredito,20.3
6766-HFKLA,Nao,56,2 anos,DebitoAutomatico,5744.35
7048-GXDAY,Nao,39,Mensal,BoletoEletronico,4040.65
9495-REDIY,Sim,25,Anual,CartaoCredito,970.55
7471-MQPOS,Sim,71,Anual,DebitoAutomatico,5139.65
5651-CPDND,Nao,10,Mensal,BoletoImpresso,492.1
7586-ZATGZ,Nao,40,Mensal,BoletoEletronico,3369.05
5220-AGAAX,Sim,68,2 anos,DebitoAutomatico,1664.3
6248-BSHKG,Sim,61,Anual,BoletoImpresso,1226.45
2885-HIJDH,Sim,69,2 anos,DebitoAutomatico,6194.1
6635-MYYYZ,Nao,30,Anual,DebitoAutomatico,2530.4
3669-OYSJI,Nao,1,Mensal,CartaoCredito,46.2
9617-UDPEU,Nao,22,Anual,BoletoImpresso,412.55
8465-SBRXP,Sim,38,2 anos,DebitoAutomatico,3616.25
0925-VYDLG,Nao,3,Mensal,BoletoEletronico,242
3091-FYHKI,Nao,1,Mensal,BoletoEletronico,35.45
7025-IWFHT,Nao,41,Anual,BoletoEletronico,3729.75
1848-LBZHY,Nao,7,Mensal,DebitoAutomatico,355.1
0862-PRCBS,Sim,68,2 anos,CartaoCredito,7039.45
0295-QVKPB,Nao,5,Mensal,CartaoCredito,318.1
3058-HJCUY,Sim,41,Anual,BoletoEletronico,4213.35
7107-UBYKY,Sim,35,Mensal,BoletoEletronico,882.55
9866-QEVEE,Nao,19,Mensal,DebitoAutomatico,1532.45
5736-YEJAX,Sim,69,2 anos,CartaoCredito,5502.55
1506-YJTYT,Sim,45,2 anos,CartaoCredito,3371
9993-LHIEB,Sim,67,2 anos,BoletoImpresso,4627.65
9500-IWPXQ,Sim,61,Anual,BoletoEletronico,4820.55
3737-XBQDD,Nao,24,Mensal,DebitoAutomatico,2048.8
4704-ERYFC,Nao,22,Mensal,BoletoEletronico,1554
7997-EASSD,Nao,63,Anual,CartaoCredito,4965.1
5378-IKEEG,Nao,1,Mensal,BoletoEletronico,35.75
8313-NDOIA,Nao,24,Mensal,BoletoEletronico,2494.65
2237-ZFSMY,Nao,39,Anual,BoletoEletronico,3692.85
4184-VODJZ,Sim,63,Anual,BoletoEletronico,5764.7
2103-ZRXFN,Nao,1,Mensal,BoletoImpresso,50.75
4310-KEDTB,Sim,26,Mensal,BoletoImpresso,786.5
8190-ZTQFB,Nao,41,Anual,BoletoEletronico,2075.1
3125-RAHBV,Nao,22,Anual,CartaoCredito,467.15
5198-HQAEN,Sim,35,Anual,BoletoEletronico,3165.6
0969-RGKCU,Sim,37,Anual,CartaoCredito,677.05
3005-TYFRD,Nao,55,Mensal,CartaoCredito,5676.65
3038-PQIUY,Nao,38,Mensal,DebitoAutomatico,2522.4
7078-NVFAM,Sim,32,Mensal,BoletoEletronico,1051.05
5433-KYGHE,Sim,14,Mensal,BoletoImpresso,1164.05
7572-KPVKK,Sim,62,2 anos,BoletoEletronico,6590.5
8337-MSSXB,Nao,14,Mensal,BoletoEletronico,1180.95
2082-OJVTK,Sim,29,Mensal,BoletoEletronico,2698.35
4402-FTBXC,Nao,54,Mensal,BoletoImpresso,4667
5149-QYTTU,Sim,71,Anual,CartaoCredito,6770.85
2558-BUOZZ,Nao,47,Anual,DebitoAutomatico,4535.85
5649-ANRML,Nao,2,Mensal,CartaoCredito,180.25
2959-EEXWB,Sim,45,Mensal,DebitoAutomatico,2333.85
6870-ZWMNX,Nao,70,2 anos,CartaoCredito,5264.25
0031-PVLZI,Sim,4,Mensal,BoletoImpresso,76.35
1431-AIDJQ,Sim,33,2 anos,CartaoCredito,2603.1
4332-MUOEZ,Sim,20,Anual,CartaoCredito,1818.3
5451-MHQOF,Sim,56,Anual,BoletoImpresso,1431.65
7783-YKGDV,Nao,12,Mensal,DebitoAutomatico,1238.45
0927-CNGRH,Sim,1,Mensal,BoletoImpresso,19.55
4510-PYUSH,Nao,38,Mensal,CartaoCredito,2250.65
9089-UOWJG,Sim,12,Mensal,CartaoCredito,740.55
1493-AMTIE,Nao,1,Mensal,DebitoAutomatico,20.2
6823-SIDFQ,Nao,28,Anual,CartaoCredito,534.7
1247-QBVSH,Sim,43,Mensal,BoletoImpresso,2169.4
6804-GDMOI,Nao,61,2 anos,BoletoEletronico,6428.4
5402-HTOTQ,Nao,16,Mensal,BoletoEletronico,875.35
6379-RXJRQ,Nao,10,Mensal,BoletoEletronico,659.65
2796-UUZZO,Sim,63,Mensal,CartaoCredito,4896.35
0784-GTUUK,Nao,62,Anual,CartaoCredito,1446.8
9674-EHPPG,Nao,46,2 anos,CartaoCredito,1842.7
2239-CFOUJ,Sim,1,Anual,BoletoImpresso,20.4
3173-NVMPX,Sim,9,Mensal,BoletoImpresso,501.2
0754-UKWQP,Nao,2,Mensal,BoletoEletronico,197.7
8221-HVAYI,Sim,35,2 anos,CartaoCredito,2490.15
8645-KOMJQ,Sim,69,2 anos,DebitoAutomatico,5601.4
2242-MFOTG,Nao,33,Anual,DebitoAutomatico,2603.3
9798-OPFEM,Nao,46,2 anos,BoletoEletronico,937.1
2636-ALXXZ,Nao,1,Mensal,BoletoEletronico,69.6
5043-TRZWM,Nao,1,Mensal,BoletoEletronico,75.55
2050-ONYDQ,Sim,65,2 anos,CartaoCredito,1654.85
0851-DFJKB,Nao,15,Mensal,BoletoEletronico,955.15
8993-IZEUX,Nao,7,Mensal,DebitoAutomatico,488.65
4013-TLDHQ,Nao,19,Mensal,BoletoEletronico,1490.95
1216-JWVUX,Sim,25,Mensal,BoletoEletronico,1901.05
9767-FFLEM,Nao,38,Mensal,CartaoCredito,2625.25
0621-CXBKL,Nao,53,2 anos,BoletoImpresso,1005.7
1963-SVUCV,Nao,1,Mensal,BoletoEletronico,45.3
1086-LXKFY,Sim,1,Mensal,BoletoImpresso,69.1
5266-PFRQK,Sim,52,Anual,CartaoCredito,1071.6
9027-TMATR,Nao,43,2 anos,BoletoEletronico,3460.3
0696-UKTOX,Sim,23,Mensal,BoletoEletronico,1312.45
2737-YNGYW,Nao,2,Mensal,BoletoEletronico,184.1
1730-VFMWO,Nao,34,Mensal,DebitoAutomatico,1815.3
7593-JNWRU,Sim,6,Mensal,DebitoAutomatico,260.8
4189-NAKJS,Nao,26,Anual,CartaoCredito,1295.4
6817-WTYHE,Nao,2,Mensal,DebitoAutomatico,111.05
6319-QSUSR,Sim,11,Mensal,CartaoCredito,216.2
1660-HSOOQ,Nao,1,Mensal,BoletoImpresso,49.65
5294-IMHHT,Nao,53,Anual,DebitoAutomatico,5043.2
7853-WNZSY,Nao,1,Mensal,CartaoCredito,19.75
7901-HXJVA,Nao,14,Mensal,BoletoEletronico,1117.55
8595-SIZNC,Nao,22,Anual,DebitoAutomatico,548.8
2636-SJDOU,Nao,64,Anual,CartaoCredito,5289.05
5130-YPIRV,Nao,62,2 anos,CartaoCredito,4284.2
7541-YLXCL,Nao,36,Anual,BoletoImpresso,2498.4
2612-RRIDN,Nao,4,Mensal,BoletoEletronico,340.85
7037-MTYVW,Sim,38,2 anos,DebitoAutomatico,3297
9944-AEXBM,Nao,32,Mensal,DebitoAutomatico,2664.3
6701-DHKWQ,Sim,61,2 anos,CartaoCredito,3244.4
9067-YGSCA,Nao,70,Anual,CartaoCredito,1856.4
2675-OTVVJ,Nao,31,Mensal,BoletoEletronico,2807.65
9025-ZRPVR,Nao,9,Mensal,BoletoImpresso,185.6
2977-CEBSX,Nao,66,2 anos,CartaoCredito,5965.95
4936-YPJNK,Nao,10,Mensal,BoletoImpresso,199.45
8845-LWKGE,Sim,30,Anual,BoletoEletronico,1985.15
8212-DJRCH,Sim,5,Mensal,BoletoImpresso,434.5
3120-FAZKD,Sim,54,2 anos,DebitoAutomatico,1230.9
7721-JXEAW,Nao,59,Mensal,DebitoAutomatico,2452.7
3472-QPRCH,Sim,40,2 anos,CartaoCredito,1006.9
6733-LRIZX,Nao,35,2 anos,BoletoEletronico,4025.5
0719-SYFRB,Nao,12,Mensal,BoletoImpresso,713.75
7547-EKNFS,Nao,42,Mensal,DebitoAutomatico,3959.35
9861-PDSZP,Nao,72,2 anos,CartaoCredito,7806.6
2162-FRZAA,Sim,63,2 anos,DebitoAutomatico,2395.05
5144-PQCDZ,Nao,4,Mensal,BoletoImpresso,59.25
2197-OMWGI,Sim,68,2 anos,BoletoEletronico,3656.25
0484-FFVBJ,Nao,32,Anual,DebitoAutomatico,2010.95
7693-LCKZL,Sim,5,Mensal,BoletoEletronico,385
2266-SJNAT,Nao,72,Anual,CartaoCredito,7789.6
9444-JTXHZ,Nao,1,Mensal,BoletoEletronico,76.2
4201-JMNGR,Nao,1,Mensal,BoletoEletronico,55.8
3508-VLHCZ,Sim,71,2 anos,CartaoCredito,6239.05
0206-OYVOC,Sim,46,2 anos,BoletoImpresso,864.2
6834-NXDCA,Nao,13,Mensal,BoletoEletronico,300.8
2669-QVCRG,Nao,41,Mensal,CartaoCredito,3190.65
4079-VTGLK,Nao,30,2 anos,BoletoEletronico,2181.75
9728-FTTVZ,Nao,1,Mensal,BoletoEletronico,69.2
8050-WYBND,Sim,22,Anual,CartaoCredito,1031.4
2812-SFXMJ,Sim,1,Mensal,BoletoImpresso,20.05
5606-AMZBO,Nao,10,Mensal,CartaoCredito,765.15
4081-DYXAV,Nao,19,Anual,CartaoCredito,893.55
6584-VQMYT,Sim,27,Anual,BoletoImpresso,1567.55
7798-JVXYM,Nao,14,Mensal,BoletoEletronico,921.4
7663-CUXZB,Nao,59,2 anos,BoletoEletronico,6561.25
8433-WXGNA,Nao,2,Mensal,BoletoEletronico,189.2
6828-HMKWP,Sim,12,2 anos,DebitoAutomatico,262.05
2831-EBWRN,Nao,4,Mensal,BoletoEletronico,199.75
3729-OWRVL,Nao,65,2 anos,BoletoEletronico,7246.15
6645-MXQJT,Sim,2,Mensal,BoletoEletronico,184.15
2172-EJXVF,Nao,71,Anual,BoletoEletronico,7521.95
2684-EIWEO,Nao,30,Mensal,CartaoCredito,2758.15
5233-AOZUF,Nao,29,Mensal,BoletoEletronico,2149.05
4236-XPXAV,Sim,5,Mensal,BoletoImpresso,465.05
6198-RTPMF,Nao,17,Mensal,BoletoEletronico,1579.7
3580-GICBM,Sim,61,2 anos,BoletoImpresso,1445.2
2311-QYMUQ,Sim,16,Mensal,CartaoCredito,1430.25
8902-ZEOVF,Sim,47,Anual,BoletoImpresso,951.55
9592-ERDKV,Nao,37,Anual,BoletoImpresso,2911.8
6464-KEXXH,Nao,8,Mensal,CartaoCredito,186.3
5256-SKJGO,Sim,64,2 anos,BoletoEletronico,3423.5
5249-QYHEX,Sim,40,2 anos,BoletoImpresso,1024.7
1784-BXEFA,Nao,10,Mensal,BoletoImpresso,187.35
1262-OPMFY,Nao,9,Mensal,DebitoAutomatico,655.9
9972-VAFJJ,Nao,53,Anual,BoletoEletronico,4871.45
8620-RJPZN,Nao,1,Mensal,BoletoEletronico,20.7
9522-ZSINC,Nao,13,Anual,BoletoEletronico,253.8
2188-SXWVT,Nao,34,Anual,BoletoImpresso,1885.15
3486-KHMLI,Sim,21,Mensal,BoletoImpresso,467.15
3115-CZMZD,Sim,0,2 anos,BoletoImpresso, 
7175-NTIXE,Nao,25,Mensal,CartaoCredito,1992.95
2920-RNCEZ,Sim,1,Mensal,CartaoCredito,69.95
2516-VQRRV,Nao,2,Mensal,BoletoImpresso,158.4
2888-ADFAO,Sim,47,2 anos,DebitoAutomatico,1041.8
2190-PHBHR,Nao,72,2 anos,CartaoCredito,6921.7
1254-IZEYF,Nao,31,Mensal,BoletoEletronico,3186.65
2520-SGTTA,Sim,0,2 anos,BoletoImpresso, 
9646-NMHXE,Nao,47,2 anos,BoletoImpresso,973.1
8749-TZYEC,Nao,72,2 anos,CartaoCredito,1874.3
9708-KFDBY,Nao,1,Mensal,CartaoCredito,20.55
0778-NELLA,Nao,9,Mensal,CartaoCredito,296.1
8676-OOQEJ,Nao,4,Mensal,BoletoEletronico,118.4
1580-BMCMR,Nao,19,Mensal,BoletoEletronico,1637.3
7730-IUTDZ,Nao,43,Mensal,BoletoEletronico,3198.6
2351-BKRZW,Sim,43,2 anos,DebitoAutomatico,3254.35
3255-GRXMG,Sim,18,Mensal,CartaoCredito,747.2
0420-HLGXF,Nao,39,Mensal,BoletoEletronico,4036
3292-PBZEJ,Nao,11,Mensal,BoletoEletronico,1183.05
7854-FOKSF,Nao,1,Mensal,BoletoEletronico,35.9
4806-HIPDW,Nao,1,Mensal,BoletoEletronico,68.95
7233-IOQNP,Nao,43,Mensal,DebitoAutomatico,1505.35
8332-OSJDW,Sim,12,Anual,BoletoImpresso,314.95
2252-NKNSI,Sim,52,2 anos,BoletoImpresso,4461.85
8200-LGKSR,Nao,71,2 anos,BoletoEletronico,6126.1
6308-CQRBU,Nao,71,2 anos,BoletoEletronico,7707.7
0730-KOAVE,Nao,30,Mensal,CartaoCredito,2679.7
1897-RCFUM,Sim,39,Anual,BoletoImpresso,914.6
0807-ZABDG,Sim,3,Mensal,BoletoImpresso,154.65
8909-BOLNL,Nao,3,Anual,BoletoImpresso,52.05
4322-RCYMT,Sim,68,Anual,DebitoAutomatico,5293.95
5465-BUBFA,Sim,41,2 anos,DebitoAutomatico,772.4
6979-ZNSFF,Nao,8,Mensal,BoletoEletronico,762.1
0626-QXNGV,Nao,72,2 anos,CartaoCredito,1776.45
1184-PJVDB,Nao,10,Mensal,BoletoEletronico,857.2
3863-IUBJR,Sim,12,Anual,CartaoCredito,696.35
0536-ACXIP,Nao,72,2 anos,BoletoEletronico,8165.1
4248-QPAVC,Nao,17,Mensal,DebitoAutomatico,1463.45
1032-MAELW,Sim,68,Anual,BoletoEletronico,5333.35
6771-XWBDM,Nao,57,Mensal,CartaoCredito,5921.35
9710-ZUSHQ,Nao,37,Mensal,DebitoAutomatico,4056.75
6876-ADESB,Sim,1,Mensal,BoletoEletronico,48.95
6777-TGHTM,Nao,53,Anual,CartaoCredito,5785.5
3229-USWAR,Nao,34,Anual,DebitoAutomatico,2727.3
8624-GIOUT,Nao,49,Mensal,CartaoCredito,2934.3
6695-AMZUF,Nao,70,2 anos,CartaoCredito,5950.2
2451-YMUXS,Nao,67,2 anos,DebitoAutomatico,4250.1
6407-GSJNL,Nao,51,2 anos,DebitoAutomatico,1288
2988-PLAHS,Nao,3,Anual,BoletoEletronico,220.45
5032-MIYKT,Nao,1,Mensal,BoletoImpresso,70.7
1088-AUUZZ,Sim,56,2 anos,CartaoCredito,4261.2
1583-IHQZE,Nao,12,Mensal,BoletoImpresso,1384.75
7587-AOVVU,Sim,27,Mensal,BoletoEletronico,2793.55
1448-CYWKC,Sim,58,Anual,CartaoCredito,6225.4
5850-BDWCY,Nao,6,Mensal,BoletoImpresso,123.65
7503-EPSZW,Sim,64,2 anos,BoletoImpresso,1559.15
4828-FAZPK,Sim,16,Mensal,CartaoCredito,1267.95
3410-MHHUM,Sim,44,Anual,BoletoEletronico,4295.35
6648-INWPS,Sim,16,Mensal,BoletoEletronico,341.35
1328-EUZHC,Nao,18,2 anos,BoletoImpresso,370.5
2122-SZZZD,Nao,44,Anual,CartaoCredito,835.5
1028-FFNJK,Nao,30,Mensal,BoletoEletronico,2917.65
4747-LCAQL,Nao,25,Mensal,BoletoImpresso,1902
3677-TNKIO,Nao,14,Mensal,CartaoCredito,914
2235-ZGKPT,Sim,4,Mensal,BoletoImpresso,239.55
0815-MFZGM,Nao,42,2 anos,CartaoCredito,4135
5774-XZTQC,Sim,7,Mensal,BoletoImpresso,150.75
2916-BQZLN,Nao,19,Mensal,BoletoEletronico,1651.95
0999-QXNSA,Sim,7,Mensal,BoletoImpresso,344.2
7919-ZODZZ,Sim,10,Anual,BoletoImpresso,660.05
8903-WMRNW,Nao,15,Mensal,BoletoEletronico,1669.4
2027-FECZV,Nao,12,Mensal,BoletoEletronico,1253.9
1218-VKFPE,Sim,12,Mensal,BoletoImpresso,233.55
6979-TNDEU,Nao,8,Mensal,BoletoImpresso,156.85
4182-BGSIQ,Sim,10,Mensal,DebitoAutomatico,196.75
0531-ZZJWQ,Nao,55,Mensal,BoletoEletronico,4052.4
9110-HSGTV,Nao,69,2 anos,CartaoCredito,5555.3
4616-EWBNJ,Nao,16,Anual,DebitoAutomatico,318.6
7740-KKCXF,Nao,51,Mensal,CartaoCredito,1529.45
2400-XIWIO,Nao,71,2 anos,BoletoEletronico,6310.9
9378-FXTIZ,Nao,54,Anual,CartaoCredito,3715.65
3716-UVSPD,Nao,1,Mensal,BoletoEletronico,49.3
6261-LHRTG,Nao,26,Mensal,CartaoCredito,1406.9
7845-URHJN,Nao,8,Mensal,DebitoAutomatico,156.25
6838-HVLXG,Nao,12,Mensal,BoletoImpresso,246.7
5956-VKDTT,Nao,5,Mensal,BoletoEletronico,334.8
6522-OIQSX,Sim,69,2 anos,CartaoCredito,3772.5
1751-NCDLI,Nao,46,Mensal,BoletoEletronico,4564.9
4829-AUOAX,Nao,46,Mensal,DebitoAutomatico,4399.5
7426-RHZGU,Nao,9,Mensal,DebitoAutomatico,827.45
7409-JURKQ,Nao,53,Anual,DebitoAutomatico,5809.75
8807-ARQET,Nao,41,Mensal,BoletoEletronico,1677.85
3097-FQTVJ,Nao,41,2 anos,BoletoImpresso,810.3
8756-RDDLT,Nao,68,Mensal,BoletoEletronico,3085.35
9560-BBZXK,Nao,36,2 anos,DebitoAutomatico,1126.35
4381-MHQDC,Nao,47,2 anos,BoletoImpresso,2879.9
5295-PCJOO,Sim,4,Mensal,BoletoEletronico,184.4
6013-BHCAW,Sim,61,2 anos,DebitoAutomatico,4976.15
3672-YITQD,Nao,36,Mensal,BoletoEletronico,3021.6
9753-OYLBX,Nao,1,Mensal,BoletoImpresso,20.5
1965-AKTSX,Nao,14,Mensal,BoletoEletronico,1101.85
9101-BWFSS,Nao,50,Anual,BoletoEletronico,5610.7
9445-ZUEQE,Sim,27,Mensal,CartaoCredito,2151.6
1682-VCOIO,Nao,23,Anual,BoletoImpresso,481.1
8676-TRMJS,Nao,3,Mensal,BoletoImpresso,209.1
4480-MBMLB,Nao,36,Anual,DebitoAutomatico,3886.45
8155-IBNHG,Nao,24,Mensal,CartaoCredito,1747.85
7207-RMRDB,Sim,65,Mensal,BoletoEletronico,6985.65
3606-SBKRY,Nao,31,Anual,BoletoEletronico,1523.4
6741-QRLUP,Nao,63,2 anos,CartaoCredito,4995.35
2969-VAPYH,Nao,67,Anual,CartaoCredito,3870
8361-LBRDI,Nao,58,2 anos,CartaoCredito,1423.85
0207-MDKNV,Nao,15,Mensal,BoletoEletronico,1582.75
1384-RCUXW,Nao,16,Mensal,BoletoImpresso,1248.9
2082-CEFLT,Nao,1,Mensal,BoletoEletronico,45.6
6854-EXGSF,Nao,8,Mensal,DebitoAutomatico,573.15
9237-HQITU,Nao,2,Mensal,BoletoEletronico,151.65
5117-ZSMHQ,Sim,71,2 anos,DebitoAutomatico,6342.7
5619-XZZKR,Nao,4,Anual,BoletoImpresso,68.2
3889-VWBID,Sim,68,2 anos,DebitoAutomatico,5776.45
6728-CZFEI,Nao,15,Anual,BoletoImpresso,931.9
5639-NTUPK,Sim,13,Mensal,CartaoCredito,670.65
1552-TKMXS,Nao,42,Mensal,CartaoCredito,869.9
2480-SQIOB,Sim,4,Mensal,BoletoEletronico,169.65
0237-YFUTL,Nao,50,Mensal,DebitoAutomatico,5405.8
9842-EFSYY,Sim,4,Mensal,BoletoImpresso,223.75
7501-VTYLJ,Sim,2,Mensal,BoletoImpresso,106.2
0386-CWRGM,Sim,46,2 anos,BoletoImpresso,967.85
3685-YLCMQ,Nao,58,Anual,BoletoEletronico,6219.6
2233-TXSIU,Sim,17,Anual,CartaoCredito,792.15
7977-HXJKU,Sim,21,2 anos,BoletoImpresso,397
7851-WZEKY,Nao,2,Mensal,BoletoEletronico,196.9
2378-YIZKA,Sim,68,2 anos,CartaoCredito,5607.75
6030-REHUX,Nao,28,Mensal,BoletoEletronico,3204.4
2129-ALKBS,Sim,40,Mensal,BoletoEletronico,1077.5
2926-JEJJC,Nao,8,Anual,DebitoAutomatico,140.95
9821-POOTN,Nao,35,Mensal,BoletoEletronico,2576.2
7905-TVXTA,Nao,5,Mensal,BoletoEletronico,352.65
3190-FZATL,Sim,14,Mensal,BoletoImpresso,268.4
9375-MHRRS,Nao,6,Mensal,BoletoImpresso,288.35
6625-IUTTT,Nao,67,2 anos,DebitoAutomatico,4361.55
2055-BFOCC,Nao,63,Anual,DebitoAutomatico,5329.55
8382-SHQEH,Nao,8,Mensal,BoletoEletronico,764.95
7129-ACFOG,Nao,5,Mensal,BoletoEletronico,283.95
3727-RJMEO,Nao,6,Mensal,BoletoEletronico,460.25
5002-GCQFH,Nao,49,Mensal,DebitoAutomatico,4733.1
1697-LYYYX,Sim,61,Anual,CartaoCredito,1143.8
4702-IOQDC,Nao,1,Mensal,BoletoEletronico,70.1
8439-LTUGF,Nao,10,Mensal,CartaoCredito,198.6
6650-BWFRT,Nao,72,2 anos,CartaoCredito,8529.5
7247-XOZPB,Nao,53,Anual,DebitoAutomatico,4155.95
5895-QSXOD,Nao,9,Mensal,BoletoImpresso,657.5
2876-VBBBL,Nao,1,Mensal,BoletoImpresso,20.25
3345-JHUEO,Nao,4,Mensal,BoletoEletronico,55.7
8963-MQVYN,Sim,22,Mensal,BoletoEletronico,469.85
8397-MVTAZ,Nao,34,Mensal,BoletoEletronico,3480
8481-YYXWG,Nao,5,Mensal,BoletoEletronico,461.7
4140-WJAWW,Nao,5,Mensal,CartaoCredito,108.05
8958-JPTRR,Nao,56,Anual,BoletoEletronico,1261.7
5271-DBYSJ,Nao,11,Mensal,CartaoCredito,827.7
5844-QVTAT,Sim,33,Anual,BoletoImpresso,1955.4
3259-QMXUN,Nao,58,2 anos,BoletoEletronico,4890.5
8695-ARGXZ,Nao,34,Mensal,BoletoEletronico,2425.4
5982-XMDEX,Nao,65,2 anos,DebitoAutomatico,1698.55
3754-DXMRT,Nao,2,Mensal,BoletoEletronico,92.65
7395-IGJOS,Nao,17,Mensal,DebitoAutomatico,1329.2
5125-CNDSP,Sim,63,Anual,DebitoAutomatico,2588.95
7980-MHFLQ,Sim,72,2 anos,BoletoImpresso,1859.2
5977-CKHON,Sim,43,Mensal,DebitoAutomatico,4039
8670-ERCJH,Nao,72,2 anos,DebitoAutomatico,8164.1
3077-RSNTJ,Sim,6,Mensal,BoletoImpresso,113.5
8896-BQTTI,Nao,1,Mensal,BoletoImpresso,25
6839-ITVZJ,Sim,26,Mensal,BoletoEletronico,1616.15
7765-LWVVH,Sim,72,2 anos,BoletoEletronico,6843.15
6664-FPDAC,Nao,56,Anual,BoletoEletronico,6418.9
4211-MMAZN,Nao,1,Mensal,BoletoImpresso,20.25
0365-BZUWY,Nao,17,Mensal,BoletoEletronico,1742.5
3518-PZXZQ,Nao,1,Mensal,BoletoImpresso,55.3
3638-VBZTA,Sim,68,2 anos,DebitoAutomatico,5882.75
2481-SBOYW,Sim,61,2 anos,CartaoCredito,1498.35
0308-IVGOK,Nao,11,Anual,CartaoCredito,422.6
7876-BEUTG,Nao,15,Mensal,BoletoImpresso,720.1
1663-MHLHE,Nao,1,Mensal,BoletoImpresso,19.2
5153-RTHKF,Nao,34,Mensal,BoletoEletronico,2896.6
6734-PSBAW,Nao,72,2 anos,DebitoAutomatico,1723.95
9052-DHNKM,Nao,26,Anual,BoletoEletronico,1581.95
9494-BDNNC,Nao,66,Anual,BoletoEletronico,6273.4
1471-GIQKQ,Nao,1,Mensal,BoletoEletronico,49.95
9795-NREXC,Nao,64,2 anos,CartaoCredito,5484.4
3043-TYBNO,Nao,3,Mensal,BoletoImpresso,196.9
3318-ISQFQ,Nao,20,Mensal,DebitoAutomatico,413
4800-CZMPC,Sim,48,Anual,CartaoCredito,5037.55
7100-FQPRV,Sim,43,Anual,CartaoCredito,3173.35
3082-WQRVY,Nao,14,Anual,BoletoImpresso,228.65
1399-OUPJN,Sim,57,2 anos,DebitoAutomatico,1272.05
8338-QIUNR,Sim,72,2 anos,CartaoCredito,4811.6
2509-TFPJU,Nao,72,2 anos,CartaoCredito,1864.2
6516-NKQBO,Sim,38,2 anos,CartaoCredito,3084.9
1226-UDFZR,Nao,2,Mensal,BoletoImpresso,114.7
8098-LLAZX,Nao,4,Mensal,BoletoEletronico,396.1
8663-UPDGF,Nao,26,Mensal,DebitoAutomatico,1800.05
9572-WUKSB,Nao,3,Mensal,BoletoEletronico,92.25
6100-FJZDG,Sim,26,Anual,DebitoAutomatico,505.9
3635-JBPSG,Nao,15,2 anos,BoletoImpresso,603
1956-YIFGE,Sim,22,Anual,BoletoImpresso,2090.25
7996-BPXHY,Sim,13,2 anos,DebitoAutomatico,332.5
2235-DWLJU,Nao,6,Mensal,BoletoEletronico,263.05
8883-GRDWQ,Nao,20,Anual,BoletoImpresso,1055.9
0784-ZQJZX,Sim,72,2 anos,CartaoCredito,1529.65
0380-NEAVX,Nao,34,Anual,BoletoEletronico,3343.15
5552-ZNFSJ,Nao,1,Mensal,BoletoEletronico,45.3
